file_path,author
/home/aiadmin/Desktop/datasets/bigText/Woodson__Carter_Godwin/10968_ACenturyof.txt,Woodson__Carter_Godwin
/home/aiadmin/Desktop/datasets/bigText/Straus__Ralph/46216_CarriagesCoaches.txt,Straus__Ralph
/home/aiadmin/Desktop/datasets/bigText/Eddy__Walter_Hollis/7983_TheVitamineManual.txt,Eddy__Walter_Hollis
/home/aiadmin/Desktop/datasets/bigText/Cromwell__John_Wesley/31328_TheEarlyNegro.txt,Cromwell__John_Wesley
/home/aiadmin/Desktop/datasets/bigText/Cromwell__John_Wesley/35352_Papersofthe.txt,Cromwell__John_Wesley
/home/aiadmin/Desktop/datasets/bigText/Rae__John/37351_ContemporarySocialism.txt,Rae__John
/home/aiadmin/Desktop/datasets/bigText/Hough__P__M_/8823_DutchLifein.txt,Hough__P__M_
/home/aiadmin/Desktop/datasets/bigText/Olson__Storrs_L_/69109_Thecretaceousbirds.txt,Olson__Storrs_L_
/home/aiadmin/Desktop/datasets/bigText/Dewar__Douglas/18237_ABirdCalendar.txt,Dewar__Douglas
/home/aiadmin/Desktop/datasets/bigText/Dewar__Douglas/44063_TheMakingof.txt,Dewar__Douglas
/home/aiadmin/Desktop/datasets/bigText/Hrdlička__Aleš/50752_AnthropologicalSurveyin.txt,Hrdlička__Aleš
/home/aiadmin/Desktop/datasets/bigText/Mabie__Hamilton_Wright/16736_BooksandCulture.txt,Mabie__Hamilton_Wright
/home/aiadmin/Desktop/datasets/bigText/Mabie__Hamilton_Wright/6143_EssaysonWork.txt,Mabie__Hamilton_Wright
/home/aiadmin/Desktop/datasets/bigText/Peyser__Ethel_R___Ethel_Rose_/67507_CheatingtheJunkPile.txt,Peyser__Ethel_R___Ethel_Rose_
/home/aiadmin/Desktop/datasets/bigText/Lord__Chester_Sanders/56419_TheYoungMan.txt,Lord__Chester_Sanders
/home/aiadmin/Desktop/datasets/bigText/Williams__Cora_May/39155_AReviewof.txt,Williams__Cora_May
/home/aiadmin/Desktop/datasets/bigText/Wright__Frances/69466_Afewdays.txt,Wright__Frances
/home/aiadmin/Desktop/datasets/bigText/Whewell__William/51555_OnthePhilosophy.txt,Whewell__William
/home/aiadmin/Desktop/datasets/bigText/Whewell__William/66406_AstronomyandGeneral.txt,Whewell__William
/home/aiadmin/Desktop/datasets/bigText/Whewell__William/69093_Historyofscientific.txt,Whewell__William
/home/aiadmin/Desktop/datasets/bigText/Whewell__William/68693_Historyofthe.txt,Whewell__William
/home/aiadmin/Desktop/datasets/bigText/Whewell__William/69764_Novumorganonrenovatum.txt,Whewell__William
/home/aiadmin/Desktop/datasets/bigText/Mayhew__Ira/27742_PopularEducation.txt,Mayhew__Ira
/home/aiadmin/Desktop/datasets/bigText/McGraw_Hill_Publishing_Company/54146_AFewSuggestions.txt,McGraw_Hill_Publishing_Company
/home/aiadmin/Desktop/datasets/bigText/Vasey__George/27975_Delineationsofthe.txt,Vasey__George
/home/aiadmin/Desktop/datasets/bigText/Arachne/13766_CobwebsofThought.txt,Arachne
/home/aiadmin/Desktop/datasets/bigText/Green__Thomas_Hill/63280_FourLectureson.txt,Green__Thomas_Hill
/home/aiadmin/Desktop/datasets/bigText/Faul__Henry/49070_NuclearClocks.txt,Faul__Henry
/home/aiadmin/Desktop/datasets/bigText/Chambers__William/62410_WinteringatMentone.txt,Chambers__William
/home/aiadmin/Desktop/datasets/bigText/Hamarneh__Sami_Khalaf__1925_/26038_DrawingsandPharmacy.txt,Hamarneh__Sami_Khalaf__1925_
/home/aiadmin/Desktop/datasets/bigText/Hamarneh__Sami_Khalaf__1925_/27932_Historyofthe.txt,Hamarneh__Sami_Khalaf__1925_
/home/aiadmin/Desktop/datasets/bigText/Shaw__Robert_B_/13397_Historyofthe.txt,Shaw__Robert_B_
/home/aiadmin/Desktop/datasets/bigText/MacDonald__Alexander/41530_InSearchof.txt,MacDonald__Alexander
/home/aiadmin/Desktop/datasets/bigText/Pennell__Robert_F_/6989_AncientRome.txt,Pennell__Robert_F_
/home/aiadmin/Desktop/datasets/bigText/Mayer__Brantz/49538_MexicoAztecSpanish.txt,Mayer__Brantz
/home/aiadmin/Desktop/datasets/bigText/Collinson__Charles_William/65776_FieldBookPennsylvanian.txt,Collinson__Charles_William
/home/aiadmin/Desktop/datasets/bigText/Trueb__Linda__1942_/34233_CranialOsteologyof.txt,Trueb__Linda__1942_
/home/aiadmin/Desktop/datasets/bigText/Latham__Thomas/58052_TheSelfPlumedBishop.txt,Latham__Thomas
/home/aiadmin/Desktop/datasets/bigText/Spencer__Herbert/67282_ThePrinciplesof.txt,Spencer__Herbert
/home/aiadmin/Desktop/datasets/bigText/Spencer__Herbert/53395_EssaysScientificPolitical.txt,Spencer__Herbert
/home/aiadmin/Desktop/datasets/bigText/Spencer__Herbert/55046_FirstPrinciples.txt,Spencer__Herbert
/home/aiadmin/Desktop/datasets/bigText/Spencer__Herbert/59393_Indexofthe.txt,Spencer__Herbert
/home/aiadmin/Desktop/datasets/bigText/Spencer__Herbert/46129_TheDataof.txt,Spencer__Herbert
/home/aiadmin/Desktop/datasets/bigText/Spencer__Herbert/52801_TheFactorsof.txt,Spencer__Herbert
/home/aiadmin/Desktop/datasets/bigText/Spencer__Herbert/34649_TheRightto.txt,Spencer__Herbert
/home/aiadmin/Desktop/datasets/bigText/Spencer__Herbert/54076_EssaysScientificPolitical.txt,Spencer__Herbert
/home/aiadmin/Desktop/datasets/bigText/Spencer__Herbert/16510_EssaysonEducation.txt,Spencer__Herbert
/home/aiadmin/Desktop/datasets/bigText/Demosthenes__385_BCE_323_BCE/6878_TheOlynthiacsand.txt,Demosthenes__385_BCE_323_BCE
/home/aiadmin/Desktop/datasets/bigText/Ponsonby__Arthur_Ponsonby__Baron/60026_WarsTreaties.txt,Ponsonby__Arthur_Ponsonby__Baron
/home/aiadmin/Desktop/datasets/bigText/Arundell_of_Wardour__John_Francis_Arundell__Baron/47127_TraditionPrincipallywith.txt,Arundell_of_Wardour__John_Francis_Arundell__Baron
/home/aiadmin/Desktop/datasets/bigText/Freud__Sigmund/14969_ThreeContributionsto.txt,Freud__Sigmund
/home/aiadmin/Desktop/datasets/bigText/Freud__Sigmund/41214_TotemandTaboo.txt,Freud__Sigmund
/home/aiadmin/Desktop/datasets/bigText/Freud__Sigmund/38219_AGeneralIntroduction.txt,Freud__Sigmund
/home/aiadmin/Desktop/datasets/bigText/Morgan__Alfred_Powell/66702_WirelessTelegraphyand.txt,Morgan__Alfred_Powell
/home/aiadmin/Desktop/datasets/bigText/Cook__Joel/29787_EnglandPicturesqueand.txt,Cook__Joel
/home/aiadmin/Desktop/datasets/bigText/Cook__Joel/41417_AmericaVolume1.txt,Cook__Joel
/home/aiadmin/Desktop/datasets/bigText/Cook__Joel/42309_AmericaVolume4.txt,Cook__Joel
/home/aiadmin/Desktop/datasets/bigText/Brownson__Orestes_Augustus/2053_TheAmericanRepublic.txt,Brownson__Orestes_Augustus
/home/aiadmin/Desktop/datasets/bigText/Dallas__Robert_Charles/33836_TheNewConspiracy.txt,Dallas__Robert_Charles
/home/aiadmin/Desktop/datasets/bigText/Adye__John__Sir/7021_IndianFrontierPolicy.txt,Adye__John__Sir
/home/aiadmin/Desktop/datasets/bigText/Jameson__E__W___Everett_Williams___1921_/36286_NaturalHistoryof.txt,Jameson__E__W___Everett_Williams___1921_
/home/aiadmin/Desktop/datasets/bigText/Flandrau__Charles_E___Charles_Eugene_/25677_TheHistoryof.txt,Flandrau__Charles_E___Charles_Eugene_
/home/aiadmin/Desktop/datasets/bigText/Hopkins__Edward_Washburn/14499_TheReligionsof.txt,Hopkins__Edward_Washburn
/home/aiadmin/Desktop/datasets/bigText/Wheelwright__William_Bond__1879_/47959_FromPapermillto.txt,Wheelwright__William_Bond__1879_
/home/aiadmin/Desktop/datasets/bigText/Dunphy__Harold_Morse/62231_OneThousandWays.txt,Dunphy__Harold_Morse
/home/aiadmin/Desktop/datasets/bigText/Ridgley__Thomas__1667__1734/59133_ABodyof.txt,Ridgley__Thomas__1667__1734
/home/aiadmin/Desktop/datasets/bigText/Yeats__W__B___William_Butler_/59768_Indexofthe.txt,Yeats__W__B___William_Butler_
/home/aiadmin/Desktop/datasets/bigText/Yeats__W__B___William_Butler_/32884_IdeasofGood.txt,Yeats__W__B___William_Butler_
/home/aiadmin/Desktop/datasets/bigText/Wharton__Edith/53495_ItalianVillasand.txt,Wharton__Edith
/home/aiadmin/Desktop/datasets/bigText/Wharton__Edith/57786_FrenchWaysand.txt,Wharton__Edith
/home/aiadmin/Desktop/datasets/bigText/Wharton__Edith/54932_ItalianBackgrounds.txt,Wharton__Edith
/home/aiadmin/Desktop/datasets/bigText/Rowland__Henry_Augustus/70791_Thehighestaim.txt,Rowland__Henry_Augustus
/home/aiadmin/Desktop/datasets/bigText/Traveling_Engineers__Association/17783_TheTravelingEngineers.txt,Traveling_Engineers__Association
/home/aiadmin/Desktop/datasets/bigText/Feindel__E___Eugène___1862_/39822_TicsandTheir.txt,Feindel__E___Eugène___1862_
/home/aiadmin/Desktop/datasets/bigText/Maeterlinck__Maurice/50399_OurEternity.txt,Maeterlinck__Maurice
/home/aiadmin/Desktop/datasets/bigText/Maeterlinck__Maurice/66820_Ruysbroeckandthe.txt,Maeterlinck__Maurice
/home/aiadmin/Desktop/datasets/bigText/Langlois__Charles_Victor/29637_Introductiontothe.txt,Langlois__Charles_Victor
/home/aiadmin/Desktop/datasets/bigText/Deville__Gabriel_Pierre/35962_SocialismRevolutionand.txt,Deville__Gabriel_Pierre
/home/aiadmin/Desktop/datasets/bigText/Whiting__Lilian/62632_CanadatheSpellbinder.txt,Whiting__Lilian
/home/aiadmin/Desktop/datasets/bigText/Multhauf__Robert_P_/32482_TheIntroductionof.txt,Multhauf__Robert_P_
/home/aiadmin/Desktop/datasets/bigText/Multhauf__Robert_P_/31024_MinePumpingin.txt,Multhauf__Robert_P_
/home/aiadmin/Desktop/datasets/bigText/Parkin__George_R___George_Robert_/45025_ImperialFederationThe.txt,Parkin__George_R___George_Robert_
/home/aiadmin/Desktop/datasets/bigText/Thorndike__Lynn/69622_Theplaceof.txt,Thorndike__Lynn
/home/aiadmin/Desktop/datasets/bigText/Thorndike__Lynn/67330_AHistoryof.txt,Thorndike__Lynn
/home/aiadmin/Desktop/datasets/bigText/Rogers__L__W___Louis_William_/30134_ElementaryTheosophy.txt,Rogers__L__W___Louis_William_
/home/aiadmin/Desktop/datasets/bigText/Eiselen__Frederick_Carl/31876_TheChristianView.txt,Eiselen__Frederick_Carl
/home/aiadmin/Desktop/datasets/bigText/Dieterich__Karl/55728_HellenisminAsia.txt,Dieterich__Karl
/home/aiadmin/Desktop/datasets/bigText/Koller__Armin_Hajman__1878_/55619_TheTheoryof.txt,Koller__Armin_Hajman__1878_
/home/aiadmin/Desktop/datasets/bigText/Galilei__Galileo/37729_ADiscoursePresented.txt,Galilei__Galileo
/home/aiadmin/Desktop/datasets/bigText/Fernow__B__E___Bernhard_Eduard_/48874_ABriefHistory.txt,Fernow__B__E___Bernhard_Eduard_
/home/aiadmin/Desktop/datasets/bigText/Fernow__B__E___Bernhard_Eduard_/62686_ForestryforFarmers.txt,Fernow__B__E___Bernhard_Eduard_
/home/aiadmin/Desktop/datasets/bigText/Andrews__William/36078_LiteraryByways.txt,Andrews__William
/home/aiadmin/Desktop/datasets/bigText/Woolley__Edwin_C___Edwin_Campbell_/35559_TheReconstructionof.txt,Woolley__Edwin_C___Edwin_Campbell_
/home/aiadmin/Desktop/datasets/bigText/Balch__William_Stevens/17594_LecturesonLanguage.txt,Balch__William_Stevens
/home/aiadmin/Desktop/datasets/bigText/Tanner__J__R___Joseph_Robson_/48353_SamuelPepysand.txt,Tanner__J__R___Joseph_Robson_
/home/aiadmin/Desktop/datasets/bigText/Miller__David_Hunter/28950_TheGenevaProtocol.txt,Miller__David_Hunter
/home/aiadmin/Desktop/datasets/bigText/Coffey__P___Peter_/35722_Ontologyorthe.txt,Coffey__P___Peter_
/home/aiadmin/Desktop/datasets/bigText/Strong__D__M___Dawsonne_Melanchthon_/48028_TheMetaphysicof.txt,Strong__D__M___Dawsonne_Melanchthon_
/home/aiadmin/Desktop/datasets/bigText/Bellasis__E__S___Edward_Skelton_/56909_RiverandCanal.txt,Bellasis__E__S___Edward_Skelton_
/home/aiadmin/Desktop/datasets/bigText/Bellasis__E__S___Edward_Skelton_/56113_IrrigationWorks.txt,Bellasis__E__S___Edward_Skelton_
/home/aiadmin/Desktop/datasets/bigText/Chambers__E__K___Edmund_Kerchever_/67462_TheElizabethanStage.txt,Chambers__E__K___Edmund_Kerchever_
/home/aiadmin/Desktop/datasets/bigText/Jacoby__Harold/53396_PracticalTalksby.txt,Jacoby__Harold
/home/aiadmin/Desktop/datasets/bigText/Benn__Alfred_William/57126_TheGreekPhilosophers.txt,Benn__Alfred_William
/home/aiadmin/Desktop/datasets/bigText/Benn__Alfred_William/34283_HistoryofModern.txt,Benn__Alfred_William
/home/aiadmin/Desktop/datasets/bigText/Falconer__William/57705_AnUniversalDictionary.txt,Falconer__William
/home/aiadmin/Desktop/datasets/bigText/Bitting__K__G___Katherine_Golden_/51780_TheOlive.txt,Bitting__K__G___Katherine_Golden_
/home/aiadmin/Desktop/datasets/bigText/British_Museum__Natural_History___Department_of_Mineralogy/47147_AnIntroductionto.txt,British_Museum__Natural_History___Department_of_Mineralogy
/home/aiadmin/Desktop/datasets/bigText/Watters__Thomas/63958_LaotzuAStudy.txt,Watters__Thomas
/home/aiadmin/Desktop/datasets/bigText/Cooper__James_Fenimore/2482_NewYork.txt,Cooper__James_Fenimore
/home/aiadmin/Desktop/datasets/bigText/Dell__Floyd/57949_WereYouEver.txt,Dell__Floyd
/home/aiadmin/Desktop/datasets/bigText/Read__Carveth/18440_LogicDeductiveand.txt,Read__Carveth
/home/aiadmin/Desktop/datasets/bigText/Shaw__Albert/29641_Thebusinesscareer.txt,Shaw__Albert
/home/aiadmin/Desktop/datasets/bigText/Lombroso__Gina/29895_CriminalManAccording.txt,Lombroso__Gina
/home/aiadmin/Desktop/datasets/bigText/Talman__Charles_Fitzhugh/36344_TheMentorThe.txt,Talman__Charles_Fitzhugh
/home/aiadmin/Desktop/datasets/bigText/Talman__Charles_Fitzhugh/47059_MeteorologyTheScience.txt,Talman__Charles_Fitzhugh
/home/aiadmin/Desktop/datasets/bigText/Turner__Frederick_Jackson/22994_TheFrontierin.txt,Turner__Frederick_Jackson
/home/aiadmin/Desktop/datasets/bigText/Turner__Frederick_Jackson/3826_Riseofthe.txt,Turner__Frederick_Jackson
/home/aiadmin/Desktop/datasets/bigText/Masson__David/6483_TheLifeof.txt,Masson__David
/home/aiadmin/Desktop/datasets/bigText/Masson__David/14380_TheLifeof.txt,Masson__David
/home/aiadmin/Desktop/datasets/bigText/Miner__James_Burt/52826_DeficiencyandDelinquency.txt,Miner__James_Burt
/home/aiadmin/Desktop/datasets/bigText/Biery__Terry_L_/56710_VenomousArthropodHandbook.txt,Biery__Terry_L_
/home/aiadmin/Desktop/datasets/bigText/Bertram__James_Glass/63433_TheHarvestof.txt,Bertram__James_Glass
/home/aiadmin/Desktop/datasets/bigText/Dubnow__Simon/15729_Historyofthe.txt,Dubnow__Simon
/home/aiadmin/Desktop/datasets/bigText/Hughes__Thomas/46018_Loyolaandthe.txt,Hughes__Thomas
/home/aiadmin/Desktop/datasets/bigText/Hughes__Thomas/58795_Memoirofa.txt,Hughes__Thomas
/home/aiadmin/Desktop/datasets/bigText/Babbage__Charles/4238_OntheEconomy.txt,Babbage__Charles
/home/aiadmin/Desktop/datasets/bigText/Babbage__Charles/57532_Passagesfromthe.txt,Babbage__Charles
/home/aiadmin/Desktop/datasets/bigText/Smiles__Samuel/2541_Character.txt,Smiles__Samuel
/home/aiadmin/Desktop/datasets/bigText/Smiles__Samuel/27710_Livesofthe.txt,Smiles__Samuel
/home/aiadmin/Desktop/datasets/bigText/Gentile__Giovanni/36762_TheReformof.txt,Gentile__Giovanni
/home/aiadmin/Desktop/datasets/bigText/Sturt__George/27518_Changeinthe.txt,Sturt__George
/home/aiadmin/Desktop/datasets/bigText/Bledsoe__Albert_Taylor/35839_AnExaminationof.txt,Bledsoe__Albert_Taylor
/home/aiadmin/Desktop/datasets/bigText/Canby__Henry_Seidel/63090_EverydayAmericans.txt,Canby__Henry_Seidel
/home/aiadmin/Desktop/datasets/bigText/Richings__G__F_/64338_EvidencesofProgress.txt,Richings__G__F_
/home/aiadmin/Desktop/datasets/bigText/Moore__G__E___George_Edward_/50141_PhilosophicalStudies.txt,Moore__G__E___George_Edward_
/home/aiadmin/Desktop/datasets/bigText/Moore__G__E___George_Edward_/53430_PrincipiaEthica.txt,Moore__G__E___George_Edward_
/home/aiadmin/Desktop/datasets/bigText/Carpenter__J__Estlin__Joseph_Estlin_/43947_ComparativeReligion.txt,Carpenter__J__Estlin__Joseph_Estlin_
/home/aiadmin/Desktop/datasets/bigText/Bucke__Charles/44449_RuinsofAncient.txt,Bucke__Charles
/home/aiadmin/Desktop/datasets/bigText/Dawson__Thomas_Cleland/37920_TheSouthAmerican.txt,Dawson__Thomas_Cleland
/home/aiadmin/Desktop/datasets/bigText/Rains__George_Washington/24537_Historyofthe.txt,Rains__George_Washington
/home/aiadmin/Desktop/datasets/bigText/Taylor__R__H___Ralph_Hawley_/66711_TheAlmondin.txt,Taylor__R__H___Ralph_Hawley_
/home/aiadmin/Desktop/datasets/bigText/Pollock__Horatio_M___Horatio_Milo_/35244_Eugenicsasa.txt,Pollock__Horatio_M___Horatio_Milo_
/home/aiadmin/Desktop/datasets/bigText/Pulsifer__William_Edmond__1852_/50200_ABriefAccount.txt,Pulsifer__William_Edmond__1852_
/home/aiadmin/Desktop/datasets/bigText/St__John__James_Augustus/67552_TheHistoryof.txt,St__John__James_Augustus
/home/aiadmin/Desktop/datasets/bigText/Burroughs__Barkham___1952/14091_BarkhamBurroughsEncyclopaedia.txt,Burroughs__Barkham___1952
/home/aiadmin/Desktop/datasets/bigText/Farrar__Adam_Storey/30499_HistoryofFree.txt,Farrar__Adam_Storey
/home/aiadmin/Desktop/datasets/bigText/Beech__Franklin/19985_TheDyeingof.txt,Beech__Franklin
/home/aiadmin/Desktop/datasets/bigText/Burroughs__John/58993_Indexofthe.txt,Burroughs__John
/home/aiadmin/Desktop/datasets/bigText/Burroughs__John/24388_SquirrelsandOther.txt,Burroughs__John
/home/aiadmin/Desktop/datasets/bigText/Burroughs__John/18335_TheBreathof.txt,Burroughs__John
/home/aiadmin/Desktop/datasets/bigText/Munn__William_Augustus/19319_ADescriptionof.txt,Munn__William_Augustus
/home/aiadmin/Desktop/datasets/bigText/Pegg__J__G__Broughton/51888_TheNewEschatology.txt,Pegg__J__G__Broughton
/home/aiadmin/Desktop/datasets/bigText/Mahlke_Johnson__Kathleen_P_/36036_MetabolicAdaptationto.txt,Mahlke_Johnson__Kathleen_P_
/home/aiadmin/Desktop/datasets/bigText/Delafield__John/22314_Mysticismandits.txt,Delafield__John
/home/aiadmin/Desktop/datasets/bigText/Lang__T__B___Thomas_Bamford_/40469_AnHistoricalSummary.txt,Lang__T__B___Thomas_Bamford_
/home/aiadmin/Desktop/datasets/bigText/Harrison__Hubert_H_/69835_TheNegroand.txt,Harrison__Hubert_H_
/home/aiadmin/Desktop/datasets/bigText/Gregory__Hiram_F___1937_/67235_TheCaddoIndians.txt,Gregory__Hiram_F___1937_
/home/aiadmin/Desktop/datasets/bigText/Kidd__Walter__1852_/53319_InitiativeinEvolution.txt,Kidd__Walter__1852_
/home/aiadmin/Desktop/datasets/bigText/Ingram__Kenneth/34309_AnOutlineof.txt,Ingram__Kenneth
/home/aiadmin/Desktop/datasets/bigText/Runciman__John_F_/15369_OldScoresand.txt,Runciman__John_F_
/home/aiadmin/Desktop/datasets/bigText/Cornish__Vaughan/37671_ThePanamaCanal.txt,Cornish__Vaughan
/home/aiadmin/Desktop/datasets/bigText/Enock__C__Reginald__Charles_Reginald_/20959_Mexico.txt,Enock__C__Reginald__Charles_Reginald_
/home/aiadmin/Desktop/datasets/bigText/Galsworthy__John/69296_AddressesinAmerica.txt,Galsworthy__John
/home/aiadmin/Desktop/datasets/bigText/Galsworthy__John/66973_InternationalThought.txt,Galsworthy__John
/home/aiadmin/Desktop/datasets/bigText/Richards__Charles_R___Charles_Russell_/49904_TheMentorFurniture.txt,Richards__Charles_R___Charles_Russell_
/home/aiadmin/Desktop/datasets/bigText/Picot__Henry_Philip/56141_TheBritishInterned.txt,Picot__Henry_Philip
/home/aiadmin/Desktop/datasets/bigText/Comte__Auguste/39702_Thephilosophyof.txt,Comte__Auguste
/home/aiadmin/Desktop/datasets/bigText/White__John_A_/31951_GeographicDistributionand.txt,White__John_A_
/home/aiadmin/Desktop/datasets/bigText/White__John_A_/30533_GeneraandSubgenera.txt,White__John_A_
/home/aiadmin/Desktop/datasets/bigText/Benchley__Robert/37660_OfAllThings.txt,Benchley__Robert
/home/aiadmin/Desktop/datasets/bigText/Robinson__Charles_Sherwood__1920_/49966_GeologyofDevils.txt,Robinson__Charles_Sherwood__1920_
/home/aiadmin/Desktop/datasets/bigText/Bridges__Robert/14227_OnEnglishHomophones.txt,Bridges__Robert
/home/aiadmin/Desktop/datasets/bigText/Monro__Donald/31338_AnAccountof.txt,Monro__Donald
/home/aiadmin/Desktop/datasets/bigText/Coleman__J__C___John_Clay___1876_/62741_TheJimCrow.txt,Coleman__J__C___John_Clay___1876_
/home/aiadmin/Desktop/datasets/bigText/Robinson__John/44206_OldTimeNauticalInstruments.txt,Robinson__John
/home/aiadmin/Desktop/datasets/bigText/Heuvel__Johannes/57211_TheCabinetmakerin.txt,Heuvel__Johannes
/home/aiadmin/Desktop/datasets/bigText/Ketcham__Victor_Alvin/62583_Thetheoryand.txt,Ketcham__Victor_Alvin
/home/aiadmin/Desktop/datasets/bigText/Lowell__A__Lawrence__Abbott_Lawrence_/34471_TheGovernmentof.txt,Lowell__A__Lawrence__Abbott_Lawrence_
/home/aiadmin/Desktop/datasets/bigText/New_Zealand__Special_Committee_on_Moral_Delinquency_in_Children_and_Adolescents/14760_Reportofthe.txt,New_Zealand__Special_Committee_on_Moral_Delinquency_in_Children_and_Adolescents
/home/aiadmin/Desktop/datasets/bigText/Beard__Mary_Ritter/59678_Womansworkin.txt,Beard__Mary_Ritter
/home/aiadmin/Desktop/datasets/bigText/Minto__William/31796_LogicInductiveand.txt,Minto__William
/home/aiadmin/Desktop/datasets/bigText/Epstein__Abraham/67349_TheNegroMigrant.txt,Epstein__Abraham
/home/aiadmin/Desktop/datasets/bigText/Howe__Julia_Ward/36489_ModernSociety.txt,Howe__Julia_Ward
/home/aiadmin/Desktop/datasets/bigText/De_Morgan__Augustus/67017_Firstnotionsof.txt,De_Morgan__Augustus
/home/aiadmin/Desktop/datasets/bigText/De_Morgan__Augustus/23100_ABudgetof.txt,De_Morgan__Augustus
/home/aiadmin/Desktop/datasets/bigText/France__Anatole/50670_Clio.txt,France__Anatole
/home/aiadmin/Desktop/datasets/bigText/Cooke__James_Francis/33358_GreatSingerson.txt,Cooke__James_Francis
/home/aiadmin/Desktop/datasets/bigText/Vignoli__Tito/17802_MythandScience.txt,Vignoli__Tito
/home/aiadmin/Desktop/datasets/bigText/Marryat__Frederick/23138_DiaryinAmerica.txt,Marryat__Frederick
/home/aiadmin/Desktop/datasets/bigText/Small__Annie_H_/62990_Islam.txt,Small__Annie_H_
/home/aiadmin/Desktop/datasets/bigText/Collins__Hubert_E___Hubert_Edwin_/61123_ShaftingPulleysBelting.txt,Collins__Hubert_E___Hubert_Edwin_
/home/aiadmin/Desktop/datasets/bigText/Collins__Hubert_E___Hubert_Edwin_/27687_SteamTurbines.txt,Collins__Hubert_E___Hubert_Edwin_
/home/aiadmin/Desktop/datasets/bigText/Monro__Harold/51488_TheYearsat.txt,Monro__Harold
/home/aiadmin/Desktop/datasets/bigText/Hemmeon__Joseph_Clarence__1880_/42983_TheHistoryof.txt,Hemmeon__Joseph_Clarence__1880_
/home/aiadmin/Desktop/datasets/bigText/Dewey__John/60422_Outlinesofa.txt,Dewey__John
/home/aiadmin/Desktop/datasets/bigText/Dewey__John/40744_PsychologyandSocial.txt,Dewey__John
/home/aiadmin/Desktop/datasets/bigText/Dewey__John/28393_ChinaJapanand.txt,Dewey__John
/home/aiadmin/Desktop/datasets/bigText/Dewey__John/39551_Ethics.txt,Dewey__John
/home/aiadmin/Desktop/datasets/bigText/Dewey__John/53910_TheSchooland.txt,Dewey__John
/home/aiadmin/Desktop/datasets/bigText/Dewey__John/51525_TheInfluenceof.txt,Dewey__John
/home/aiadmin/Desktop/datasets/bigText/Dewey__John/40957_LeibnizsNewEssays.txt,Dewey__John
/home/aiadmin/Desktop/datasets/bigText/Dewey__John/25172_MoralPrinciplesin.txt,Dewey__John
/home/aiadmin/Desktop/datasets/bigText/Dewey__John/40665_StudiesinLogical.txt,Dewey__John
/home/aiadmin/Desktop/datasets/bigText/Dewey__John/29259_TheChildand.txt,Dewey__John
/home/aiadmin/Desktop/datasets/bigText/Dewey__John/37423_HowWeThink.txt,Dewey__John
/home/aiadmin/Desktop/datasets/bigText/Dewey__John/40089_ReconstructioninPhilosophy.txt,Dewey__John
/home/aiadmin/Desktop/datasets/bigText/Dewey__John/41386_HumanNatureand.txt,Dewey__John
/home/aiadmin/Desktop/datasets/bigText/Dewey__John/40794_EssaysinExperimental.txt,Dewey__John
/home/aiadmin/Desktop/datasets/bigText/Price__Richard/57970_TwoTractson.txt,Price__Richard
/home/aiadmin/Desktop/datasets/bigText/Brady__Alexander/69431_ThomasDArcyMcGee.txt,Brady__Alexander
/home/aiadmin/Desktop/datasets/bigText/Iqbal__Muhammad__Sir/41707_TheDevelopmentof.txt,Iqbal__Muhammad__Sir
/home/aiadmin/Desktop/datasets/bigText/Lethaby__W__R___William_Richard_/66260_LondiniumArchitectureand.txt,Lethaby__W__R___William_Richard_
/home/aiadmin/Desktop/datasets/bigText/Lethaby__W__R___William_Richard_/66302_TheChurchof.txt,Lethaby__W__R___William_Richard_
/home/aiadmin/Desktop/datasets/bigText/Dunn__Arthur_William/5088_CommunityCivicsand.txt,Dunn__Arthur_William
/home/aiadmin/Desktop/datasets/bigText/Nordmann__Charles/68462_Einsteinandthe.txt,Nordmann__Charles
/home/aiadmin/Desktop/datasets/bigText/Chapin__E__H___Edwin_Hubbell_/1959_TheCrownof.txt,Chapin__E__H___Edwin_Hubbell_
/home/aiadmin/Desktop/datasets/bigText/Thomas__Northcote_Whitridge/17404_KinshipOrganisationsand.txt,Thomas__Northcote_Whitridge
/home/aiadmin/Desktop/datasets/bigText/Mastin__John__1865_/23626_TheChemistryProperties.txt,Mastin__John__1865_
/home/aiadmin/Desktop/datasets/bigText/Savage__James/67755_MemorabiliaOrRecollections.txt,Savage__James
/home/aiadmin/Desktop/datasets/bigText/Aria__Mrs___Eliza_Davis_/48551_CostumeFancifulHistorical.txt,Aria__Mrs___Eliza_Davis_
/home/aiadmin/Desktop/datasets/bigText/Dillaway__Charles_K___Charles_Knapp_/20734_RomanAntiquitiesand.txt,Dillaway__Charles_K___Charles_Knapp_
/home/aiadmin/Desktop/datasets/bigText/Whitford__A__C_/52023_TextileFibersused.txt,Whitford__A__C_
/home/aiadmin/Desktop/datasets/bigText/Matthew__William_Diller/19302_DinosaurswithSpecial.txt,Matthew__William_Diller
/home/aiadmin/Desktop/datasets/bigText/Johnston__Richard_F_/31240_NaturalHistoryof.txt,Johnston__Richard_F_
/home/aiadmin/Desktop/datasets/bigText/Farley__Frank_Edgar__1868_/45814_AnAdvancedEnglish.txt,Farley__Frank_Edgar__1868_
/home/aiadmin/Desktop/datasets/bigText/Wharton__James/26632_TheBountyof.txt,Wharton__James
