source,custom_id,author,index,table_content
Gutenberg,Arner__George_B__Louis__George_Byron_Louis_-12955_ConsanguineousMarriagesin.txt-12,Arner George B Louis George Byron Louis ,,"TABLE XXXIV. ---------------------------------------------------------- Marriages resulting in deaf offspring Deaf children Number ----------- ------------------ Consanguineous of Per Marriages mar- Per Number Cent of the Deaf. riages Number Cent Number Deaf Deaf ---------------------------------------------------------- First cousins 7 4 57. 26 7 27. Second cousins 5 3 60. 25 10 40. Third cousins 1 1 -- 1 1 -- ""Cousins"" 14 3 21. 36 7 19. Nephew and aunt 1 1 -- 4 3 75. Distantly related 3 2 67. 8 2 25. ---------------------------------------------------------- Total consanguineous 31 14 45. 100 30 30. Not consanguineous, or no information 3,047 286 9. 6,682 558 8. ---------------------------------------------------------- Grand total 3,078 300 10. 6,782 588 9. ----------------------------------------------------------"
Gutenberg,Pagé__Victor_Wilfred-38187_AviationEnginesDesignConstructionOperation.txt-19,Pagé Victor Wilfred,,"TABLE I.--EXPLOSION AT CONSTANT VOLUME IN A CLOSED CHAMBER. =====+================================+======+=======+========+====== Dia- Temp. Time Ob- Com- gram of of served puted Curve Mixture Injected. Injec- Explo- Gauge Temp. Fig. tion sion Pressure Fahr. 8. Fahr. Second. Pounds -----+--------------------------------+------+-------+--------+------ a 1 volume gas to 14 volumes air. 64 0.45 40. 1,483 b 1 "" "" "" 13 "" "" 51 0.31 51.5 1,859 c 1 "" "" "" 12 "" "" 51 0.24 60. 2,195 d 1 "" "" "" 11 "" "" 51 0.17 61. 2,228 e 1 "" "" "" 9 "" "" 62 0.08 78. 2,835 f 1 "" "" "" 7 "" "" 62 0.06 87. 3,151 g 1 "" "" "" 6 "" "" 51 0.04 90. 3,257 h 1 "" "" "" 5 "" "" 51 0.055 91. 3,293 i 1 "" "" "" 4 "" "" 66 0.16 80. 2,871 -----+--------------------------------+------+-------+--------+------"
Gutenberg,Pagé__Victor_Wilfred-38187_AviationEnginesDesignConstructionOperation.txt-19,Pagé Victor Wilfred,,"PRODUCTS OF A PREVIOUS EXPLOSION.  Proportion, Air to Gas by Volumes.  Pounds in One Cubic Foot of Mixture.  Specific Heat. Heat Units Required to Raise 1 Lb. 1 Deg. Fahrenheit. Constant Pressure.  Specific Heat. Heat Units Required to Raise 1 Lb. 1 Deg. Fahrenheit. Constant Volume.  Heat to Raise One Cubic Foot of Mixture 1 Deg. Fahr.  Heat Units Evolved by Combustion.  Ratio Col. 6 5  Usual Combustion Efficiency.  Usual Rise of Temperature due to Explosion at Constant Volume. =======+========+======+======+========+======+=======+=====+=====          -------+--------+------+------+--------+------+-------+-----+----- 6 to 1 .074195 .2668 .1913 .014189 94.28 6644.6 .465 3090 7 to 1 .075012 .2628 .1882 .014116 82. 5844.4 .518 3027 8 to 1 .075647 .2598 .1858 .014059 73.33 5216.1 .543 2832 9 to 1 .076155 .2575 .1846 .014013 66. 4709.9 .56 2637 10 to 1 .076571 .2555 .1825 .013976 60. 4293. .575 2468 11 to 1 .076917 .2540 .1813 .013945 55. 3944. .585 2307 12 to 1 .077211 .2526 .1803 .013922 50.77 3646.7 .58 2115 -------+--------+------+------+--------+------+-------+-----+-----"
Gutenberg,Phillips__Theodore_Clifford-59980_ComparisonofMethods.txt-2,Phillips Theodore Clifford,,"TABLE I. Analyses of Sewage and of Effluent from Intermittent Downward Filtration Plant at Mendota, Ills. Parts per 1,000,000 +----------------------------------------------------------------------------+ April 20, 1900 May 4, 1900 +----------------------+--------------------------+-------------------------- Sewage Effluent Efficiency Sewage Effluent Efficiency +----------------------+------+--------+----------+------+--------+---------- Oxygen consumed: Total 48.5 6.50 86% 27.7 12.0 55% In suspension 33.4 15.5 4.6 70% In solution 15.1 12.2 7.4 40% Nitrogen as albuminoid ammonia Total 10.4 .32 97% 3.68 .768 79% In suspension 9.28 2.816 .416 85% In solution 1.12 .864 .352 59% Total organic nitrogen 17.960 .920 95% 9.60 1.860 81% In suspension 15.04 7.500 1.152 85% In solution 2.92 2.100 .708 66% Nitrogen as free ammonia 7.20 2.40 67% 3.84 1.28 67% Nitrogen as nitrites .675 .375 000 000 Nitrogen as nitrates 4.00 18.00 .120 .120 Chlorine as chlorides 53.0 49.0 47.0 44.0 +----------------------------------------------------------------------------"
Gutenberg,Phillips__Theodore_Clifford-59980_ComparisonofMethods.txt-4,Phillips Theodore Clifford,,TABLE III. RATE OF SEWAGE TREATMENT. System. Location. Sewage treated in gallons per acre per day. -----------------------------------------------------------------------
Gutenberg,Phillips__Theodore_Clifford-59980_ComparisonofMethods.txt-3,Phillips Theodore Clifford,,"TABLE I. Analyses of Sewage and of Effluent from Intermittent Downward Filtration Plant at Mendota, Ills. Parts per 1,000,000 +----------------------------------------------------------------------------+ April 20, 1900 May 4, 1900 +----------------------+--------------------------+-------------------------- Sewage Effluent Efficiency Sewage Effluent Efficiency +----------------------+------+--------+----------+------+--------+---------- Oxygen consumed: Total 48.5 6.50 86% 27.7 12.0 55% In suspension 33.4 15.5 4.6 70% In solution 15.1 12.2 7.4 40% Nitrogen as albuminoid ammonia Total 10.4 .32 97% 3.68 .768 79% In suspension 9.28 2.816 .416 85% In solution 1.12 .864 .352 59% Total organic nitrogen 17.960 .920 95% 9.60 1.860 81% In suspension 15.04 7.500 1.152 85% In solution 2.92 2.100 .708 66% Nitrogen as free ammonia 7.20 2.40 67% 3.84 1.28 67% Nitrogen as nitrites .675 .375 000 000 Nitrogen as nitrates 4.00 18.00 .120 .120 Chlorine as chlorides 53.0 49.0 47.0 44.0 +----------------------------------------------------------------------------"
Gutenberg,Phillips__Theodore_Clifford-59980_ComparisonofMethods.txt-3,Phillips Theodore Clifford,,"TABLE II. Analyses of Sewage and Effluent from Chemical Precipitation Plant and Filter Beds at Madison, Wis. Parts per 1,000,000. +----------------------------------------------------------------------------+ November 23, 1900 +----------------------+----------------------------------------------------- Chemical Precipitation Filter-beds +----------------------+--------------------------+-------------------------- Sewage Effluent Efficiency Sewage Effluent Efficiency +----------------------+------+--------+----------+------+--------+---------- Oxygen consumed: Total 38.3 23.2 40% 23.2 14.3 38% In suspension 27.2 12.1 55% 12.1 3.5 71% In solution 11.1 11.1 00% 11.1 10.8 3% Nitrogen as albuminoid ammonia Total 8.32 4.00 52% 4.00 2.46 38% In suspension 7.12 2.56 64% 2.56 1.60 37% In solution 1.20 1.44 20% 1.44 .864 40% Total organic nitrogen 15.30 5.32 67% 5.32 3.56 33% In suspension 12.48 1.86 85% 1.86 1.54 17% In solution 2.82 3.46 23% 3.46 2.02 42% Nitrogen as free ammonia 32.0 32.0 0% 32.0 32.0 0% Nitrogen as nitrites Nitrogen as nitrates .120 .240 0.240 0.60 Chlorine as chlorides 134 136 136 119 +----------------------------------------------------------------------------"
Gutenberg,Ewing__W__Maurice__William_Maurice_-49069_TheFloorsof.txt-2,Ewing W Maurice William Maurice ,,TABLE 2.--General characteristics of the continental rise northwest Africa Sector Values measured from Profiles E-11 to E-21 ==================================================================== Depth Segment Upper edge Lower edge Gradient Width ==================================================================== Upper continental rise 1 1200 200 1500 200 1:90 30 30 10? 2 1500 200 1600 200 1:200 100 30 15? 3 1600 200 1800 100 1:100 50 25 15? Lower continental rise 1 1800 100 2000 100 1:400 200 75 50 2 2000 100 2000 100 1:1500 500 150 50 3 2000 100 2700 100 1:500 200 200 50 Abyssal plain 2700 100 3000 75 1:1250 250 200 50 --------------------------------------------------------------------
Gutenberg,Ewing__W__Maurice__William_Maurice_-49069_TheFloorsof.txt-2,Ewing W Maurice William Maurice ,,"TABLE 3.--Depth (in fathoms) of prominent continental-shelf terraces Each column based on only one nonprecision echogram ============================================================================= St. Charles- Bar St. Placentia John's, Norfolk, ton, Bimini, Miami, bados, Vincent, Dakar Dakar Bay, Nfd. Nfd. Va. S. C. B.W.I. Fla. B.W.I. C.V.I. North South ============================================================================= 10 12 10 8 10 8 10 15 15 15 20 18 20 20 18 20 20 25 24 30 30 28 30 28 28 35 38 35 35 32 40 38 38 38 42 45 42 45 42 45 50 50 55 55 58 56 54 55 55 68 65 68 65 60 72 76 72 80 80 80 80 85 81 80 78 -----------------------------------------------------------------------------"
Gutenberg,Youngman__Phillip_M___1927_-37317_GeographicVariationin.txt-4,Youngman Phillip M  1927 ,,"TABLE 1. MEASUREMENTS, IN MILLIMETERS, OF THOMOMYS BOTTAE Unless otherwise noted, specimens are adults from Colorado Key to Headings: A: Catalog number or number of individuals averaged B: Total length C: Tail D: Hind foot E: Condylobasal length F: Nasal length G: Zygomatic breadth H: Squamosal breadth I: Length of rostrum J: Breadth of rostrum K: Alveolar length of upper max. tooth-row L: Least interorbital breadth =============================================================== Sex             ---+---------+---+---+---+----+----+----+----+----+----+---+--- Thomomys bottae howelli, holotype ---+---------+---+---+---+----+----+----+----+----+----+---+--- F 75684 sad. 219 71 29 37.3 11.1 23.7 20.0 14.5 8.5 7.7 6.6 +---+---+---+----+----+----+----+----+----+---+--- Thomomys bottae aureus, Bedrock +---+---+---+----+----+----+----+----+----+---+--- F 2982 217 59 31 40.4 13.8 24.3 20.6 16.7 8.6 9.2 6.8 F 3013 210 60 29 38.7 13.0 24.4 20.4 15.7 8.1 8.9 7.0 M 2997 242 73 33 44.7 15.4 28.4 22.8 15.7 10.1 9.0 7.2 ---+---------+---+---+---+----+----+----+----+----+----+---+--- Coventry +---+---+---+----+----+----+----+----+----+---+--- F 6 av. 222 61 31 39.0 12.1 25.4 20.3 15.2 7.8 8.2 6.8 Max. 229 63 33 40.0 12.8 25.8 20.6 15.6 8.2 8.5 7.0 Min. 217 58 30 38.3 11.4 25.0 19.3 14.7 7.5 8.0 6.6 M 3 av. 259 70 35 46.5 15.0 29.3 22.7 17.8 9.2 9 5 6.7 Max. 270 76 36 48.3 16.0 31.9 23.7 18.0 9.3 9.6 6.9 Min. 250 65 35 45.5 14.4 27.6 22.2 17.6 9.2 8.0 6.4 ---+---------+---+---+---+----+----+----+----+----+----+---+--- Ashbaugh's Ranch and 15 mi. W Cortez +---+---+---+----+----+----+----+----+----+---+--- F 7 av. 225 67 28 39.0 13.7 24.4 20.2 16.1 8.0 8.3 6.3 Max. 238 75 31 40.6 14.7 25.0 20.7 16.5 8.5 8.7 6.8 Min. 216 55 26 37.8 12.9 23.6 19.7 15.5 7.8 7.9 6.1 M 4 av. 247 73 31 44.2 15.9 27.7 22.1 18.6 9.2 8.4 6.4 Max. 252 80 34 45.2 16.7 28.8 22.3 19.8 9.6 8.8 6.7 Min. 244 67 30 43.7 15.5 27.0 21.7 18.0 8.8 8.0 6.2 ---+---------+---+---+---+----+----+----+----+----+----+---+--- Cortez +---+---+---+----+----+----+----+----+----+---+--- F 5120 224 56 28 38.1 12.3 .... 19.5 15.4 7.5 7.6 6.5 5121 220 68 31 38.3 11.6 24.2 19.6 15.1 7.6 8.0 6.7 M 5124 257 81 33 44.4 15.4 29.5 22.2 18.6 8.9 8.6 6.5 M 5119 215 62 28 42.0 14.0 27.9 22.1 17.9 8.2 8.6 6.4 ---+---------+---+---+---+----+----+----+----+----+----+---+--- Mesa Verde (combined) +---+---+---+----+----+----+----+----+----+---+--- F 5 av. 221 63 30 39.0 12.6 24.7 20.2 16.0 8.0 8.2 6.7 Max. 235 66 32 40.4 13.7 25.6 21.1 17.3 8.7 8.5 7.1 Min. 212 61 28 38.1 12.0 24.1 19.5 15.0 7.7 7.9 6.4 M 3 av. 246 74 32 43.7 14.9 27.8 22.3 18.3 8.8 8.9 6.6 Max. 252 79 33 45.0 15.2 28.4 23.0 18.5 9.0 9.0 6.8 Min. 238 69 31 42.0 14.7 27.5 21.2 18.2 8.7 8.9 6.3 ---+---------+---+---+---+----+----+----+----+----+----+---+--- 1 mi. N La Plata +---+---+---+----+----+----+----+----+----+---+--- M 72966 236 70 31 45.4 15.6 29.4 23.3 20.2 8.8 8.5 6.5 ---+---------"
Gutenberg,Youngman__Phillip_M___1927_-37317_GeographicVariationin.txt-2,Youngman Phillip M  1927 ,,"TABLE 1. MEASUREMENTS, IN MILLIMETERS, OF THOMOMYS BOTTAE Unless otherwise noted, specimens are adults from Colorado Key to Headings: A: Catalog number or number of individuals averaged B: Total length C: Tail D: Hind foot E: Condylobasal length F: Nasal length G: Zygomatic breadth H: Squamosal breadth I: Length of rostrum J: Breadth of rostrum K: Alveolar length of upper max. tooth-row L: Least interorbital breadth =============================================================== Sex             ---+---------+---+---+---+----+----+----+----+----+----+---+--- Thomomys bottae howelli, holotype ---+---------+---+---+---+----+----+----+----+----+----+---+--- F 75684 sad. 219 71 29 37.3 11.1 23.7 20.0 14.5 8.5 7.7 6.6 +---+---+---+----+----+----+----+----+----+---+--- Thomomys bottae aureus, Bedrock +---+---+---+----+----+----+----+----+----+---+--- F 2982 217 59 31 40.4 13.8 24.3 20.6 16.7 8.6 9.2 6.8 F 3013 210 60 29 38.7 13.0 24.4 20.4 15.7 8.1 8.9 7.0 M 2997 242 73 33 44.7 15.4 28.4 22.8 15.7 10.1 9.0 7.2 ---+---------+---+---+---+----+----+----+----+----+----+---+--- Coventry +---+---+---+----+----+----+----+----+----+---+--- F 6 av. 222 61 31 39.0 12.1 25.4 20.3 15.2 7.8 8.2 6.8 Max. 229 63 33 40.0 12.8 25.8 20.6 15.6 8.2 8.5 7.0 Min. 217 58 30 38.3 11.4 25.0 19.3 14.7 7.5 8.0 6.6 M 3 av. 259 70 35 46.5 15.0 29.3 22.7 17.8 9.2 9 5 6.7 Max. 270 76 36 48.3 16.0 31.9 23.7 18.0 9.3 9.6 6.9 Min. 250 65 35 45.5 14.4 27.6 22.2 17.6 9.2 8.0 6.4 ---+---------+---+---+---+----+----+----+----+----+----+---+--- Ashbaugh's Ranch and 15 mi. W Cortez +---+---+---+----+----+----+----+----+----+---+--- F 7 av. 225 67 28 39.0 13.7 24.4 20.2 16.1 8.0 8.3 6.3 Max. 238 75 31 40.6 14.7 25.0 20.7 16.5 8.5 8.7 6.8 Min. 216 55 26 37.8 12.9 23.6 19.7 15.5 7.8 7.9 6.1 M 4 av. 247 73 31 44.2 15.9 27.7 22.1 18.6 9.2 8.4 6.4 Max. 252 80 34 45.2 16.7 28.8 22.3 19.8 9.6 8.8 6.7 Min. 244 67 30 43.7 15.5 27.0 21.7 18.0 8.8 8.0 6.2 ---+---------+---+---+---+----+----+----+----+----+----+---+--- Cortez +---+---+---+----+----+----+----+----+----+---+--- F 5120 224 56 28 38.1 12.3 .... 19.5 15.4 7.5 7.6 6.5 5121 220 68 31 38.3 11.6 24.2 19.6 15.1 7.6 8.0 6.7 M 5124 257 81 33 44.4 15.4 29.5 22.2 18.6 8.9 8.6 6.5 M 5119 215 62 28 42.0 14.0 27.9 22.1 17.9 8.2 8.6 6.4 ---+---------+---+---+---+----+----+----+----+----+----+---+--- Mesa Verde (combined) +---+---+---+----+----+----+----+----+----+---+--- F 5 av. 221 63 30 39.0 12.6 24.7 20.2 16.0 8.0 8.2 6.7 Max. 235 66 32 40.4 13.7 25.6 21.1 17.3 8.7 8.5 7.1 Min. 212 61 28 38.1 12.0 24.1 19.5 15.0 7.7 7.9 6.4 M 3 av. 246 74 32 43.7 14.9 27.8 22.3 18.3 8.8 8.9 6.6 Max. 252 79 33 45.0 15.2 28.4 23.0 18.5 9.0 9.0 6.8 Min. 238 69 31 42.0 14.7 27.5 21.2 18.2 8.7 8.9 6.3 ---+---------+---+---+---+----+----+----+----+----+----+---+--- 1 mi. N La Plata +---+---+---+----+----+----+----+----+----+---+--- M 72966 236 70 31 45.4 15.6 29.4 23.3 20.2 8.8 8.5 6.5 ---+---------+---+---+---+----+----+----+----+----+----+---+--- 3 mi. W Durango +---+---+---+----+----+----+----+----+----+---+--- F 3 av. 225 65 28 40.1 13.1 25.7 21.0 16.6 8.1 8.3 6.5 Max. 230 67 29 40.4 13.5 25.8 21.2 16.8 8.4 8.5 6.6 Min. 219 63 28 39.9 13.0 25.7 20.6 16.5 8.4 8.1 6.4 M 70054 262 87 35 45.0 15.6 27.9 22.7 19.7 9.3 9.8 6.4 M 70055 248 79 31 43.3 14.0 27.6 22.1 17.1 8.7 8.2 6.2 ---+---------+---+---+---+----+----+----+----+----+----+---+--- 12 mi. W Pagosa Springs +---+---+---+----+----+----+----+----+----+---+--- F 72971 217 65 27 39.1 12.8 .... 20.0 15.4 7.4 8.7 6.2 M 72970 238 70 29 42.7 15.0 27.5 21.8 17.2 8.8 8.3 6.5 ---+---------+---+---+---+----+----+----+----+----+----+---+--- Thomomys bottae pervagus, Antonito +---+---+---+----+----+----+----+----+----+---+--- F 133668 sad. 208 69 29 37.3 12.9 23.1 18.2 15.8 7.5 8.0 6.9 ---+---------+---+---+---+----+----+----+----+----+----+---+--- Espanola, New Mexico +---+---+---+----+----+----+----+----+----+---+--- F 133616 249 82 38 41.1 .... 24.6 20.0 16.3 8.2 8.1 7.1 F 133619 216 65 32 40.6 .... 24.9 19.3 .... 8.0 8.0 6.8 M 58293 244 76 31 44.0 16.1 26.9 21.2 18.3 8.8 8.1 6.6 ---+---------+---+---+---+----+----+----+----+----+----+---+--- Thomomys bottae internatus, Salida +---+---+---+----+----+----+----+----+----+---+--- F 11 av. 219 67 31 38.6 13.4 23.2 19.5 15.4 7.6 7.8 6.5 Max. 242 80 34 40.4 14.2 25.0 20.2 16.2 8.1 8.4 6.9 Min. 196 45 29 37.6 12.9 21.9 18.8 14.8 7.3 7.0 6.3 M 3 av. 247 74 32 42.9 16.1 25.1 20.9 18.0 8.2 8.0 6.3 Max. 248 74 33 43.7 16.3 26.4 21.7 18.1 8.8 8.1 6.4 Min. 247 74 32 42.2 15.9 25.8 20.5 17.9 7.9 7.9 6.3 ---+---------"
Gutenberg,Duckworth__W__L__H___Wynfrid_Laurence_Henry_-44331_Prehistoricman.txt-0,Duckworth W L H  Wynfrid Laurence Henry ,,"TABLE B. List of types of associated implements. +------------------------+-------------+-------------+--------------+ 1908 1908 1903 Penck's scheme +-------------+-------------+--------------+ Boule Penck Hoernes +------------------------+---- -------+-------------+--------------+ Postglacial =4= = with Magdalenian Magdalenian -- Achen and other Solutréan(4) oscillations (Penck) =============++ =Glacial IV= 2nd Mousterian Solutréan -- Pleistocene(2)  Glaciation of Boule. ++============++ ""Würmian"" of Penck Interglacial =3= Acheulean Mousterian Magdalenian = Riss-Würm interval (Obermaier) (warm phase) (Penck) Chellean =Glacial III= 1st Chellean Mousterian -- Pleistocene Glaciation (cold phase) of Boule. ""Rissian"" of Penck Interglacial =2= ? Acheulean Solutréan = Mindel-Riss interval Chellean ++============= (Penck) =Glacial II= ? ? -- ""Mindelian"" of Penck Interglacial =1= ? ? Mousterian = Günz-Mindel interval Chellean (Penck) =Glacial I= ""Günzian"" ? ? -- of Penck +------------------------+-------------+-------------+--------------+ +------------------------+--------------+------------+-----------------+ 1908 1908 1878 Penck's scheme +--------------+------------+-----------------+ Rutot Sollas Skertchley +------------------------+--------------+------------+-----------------+ Postglacial =4= = with Neolithic ? Neolithic Achen and other period period oscillations (Penck) =Glacial IV= 2nd Lower ? Hessle Pleistocene(2) Magdalenian Boulder-clay Glaciation of Boule. Solutréan ""Würmian"" of Penck Aurignacian Interglacial =3= Mousterian Acheulean Palaeoliths = Riss-Würm interval Upper of the (Penck) Acheulean ""modern-valley"" type. Valley-gravels of present Ouse, Cam, etc. =Glacial III= 1st Lower  of Penck Interglacial =2= Strépyan ? Palaeoliths of = Mindel-Riss interval Mesvinian ""ancient-valley"" (Penck) Mafflean type. ?Flood-gravels. Valleys do not correspond to modern river =Glacial II= -- ? Chalky ""Mindelian"" of Penck Boulder-clay Interglacial =1= -- ? Brandon beds = Günz-Mindel interval with implements (Penck) =Glacial I= ""Günzian"" -- ? Cromer Till. of Penck Later than Forest-Bed +------------------------+--------------+------------+-----------------"
Gutenberg,Fisher__Joseph__F_R_H_S_-3799_LandholdinginEngland.txt-14,Fisher Joseph F R H S ,,"PRODUCTION OF FOOD. The land of England and Wales in 1696 and 1874 was classified as follows: 1696. 1874. Acres. Acres. Under grain, 10,000,000 8,021,077 Pastures and meadows, 10,000,000 12,071,791 Flax, hemp, and madder, 1,000,000 --------- Green crops, --------- 2,895,138 Bare fallow, --------- 639,519 Clover --------- 2,983,733 Orchards, 1,000,000 148,526 Woods, coppices, etc, 3,000,000 1,552,598 Forests, parks, and commons, 3,000,000 Moors, mountains, and bare land, 10,000,000 - 9,006,839 Waste, water, and road, 1,000,000 ----------- -----------"
Gutenberg,Casseday__Ben-38740_TheHistoryof.txt-13,Casseday Ben,,"TABLE OF CHURCHES. -------------------------------------------------------------------- Congregations. +-------------------------------------- Communications. +----------------------------- Number in Congregation. (Attendance.) +-------------------- Church Accomodations for +----------- Value of CHURCHES. Property. ------------------- --------- -------- -------- -------- ----------- BAPTIST 5 1,729 2,200 2,650 80,000 EPISCOPAL 3 431 1,425 2,150 76,000 METHODIST 17 3,036 5,900 8,250 109,000 PRESBYTERIAN 5 913 2,225 3,300 128,000 GERMAN EVANGELICAL 4 1,200 2,150 21,700 "" LUTHERAN 1 100 100 "" REFORMED 1 75 200 200 2,250 DISCIPLE 2 410 520 950 18,000 UNITARIAN 1 63 240 320 12,000 UNIVERSALIST 1 70 200 500 8,000 ROMAN CATHOLIC 4 5,000 5,000 3,540 125,000 JEWS 2 400 400 11,000 --------- -------- -------- -------- ----------- Total 46 11,727 19,610 24,510 590,900 --------------------------------------------------------------------"
Gutenberg,Cooley__M__S___Maxwell_Stephens___1874_-70409_Vacuumcleaningsystems.txt-11,Cooley M S  Maxwell Stephens  1874 ,,"TABLE 20. PRESSURE LOSSES FROM INLET TO SEPARATOR IN SYSTEM FOR CLEANING RAILROAD CARS. --------+---------+----------+---------+--------+--------+-------- Average Friction Final Cubic Ft. Equivalent Size of Vacuum, Loss, Vacuum, Section Free Air Length, Pipe, Ins. Ins. Ins. of Pipe. per min. feet. In. Diam. Mercury. Mercury. Mercury. --------+---------+----------+---------+--------+--------+-------- x--5 60 150 2¹ ₂ 6 0.35 6.35 5--4 120 140 2¹ ₂ 7 1.35 7.70 4--2 180 280 2¹ ₂ 11 7.0 14.70 2--w 180 190 3 16 4.0 18.70 w--u 360 20 5 19 0.9 19.60 u--s 480 20 6 20 0.5 20.10 s--sep 600 20 6 20 0.4 20.50 --------+---------+----------+---------+--------+--------+--------"
Gutenberg,Getman__Frederick_Hutton-32974_TheElementsof.txt-4,Getman Frederick Hutton,,BEHAVIOR OF SUBSTANCE ---------------------------------------------------------------------------- Before Bp. Before Bp. In ignition In flame In flame After first on Ch. on Ch. with tube with on with borax ignition alone Na{2}CO{3} Na{2}CO{3} platinum bead with and Ch. wire Co(NO{3}){2} ---------------------------------------------------------------------------- ---------------------------------------------------------------------------- Remarks Substance ----------------------------------------------------------------------------
Gutenberg,Getman__Frederick_Hutton-32974_TheElementsof.txt-8,Getman Frederick Hutton,,BEHAVIOR OF SUBSTANCE ---------------------------------------------------------------------------- Before Bp. Before Bp. In ignition In flame In flame After first on Ch. on Ch. with tube with on with borax ignition alone Na{2}CO{3} Na{2}CO{3} platinum bead with and Ch. wire Co(NO{3}){2} ---------------------------------------------------------------------------- ---------------------------------------------------------------------------- Remarks Substance ----------------------------------------------------------------------------
Gutenberg,Getman__Frederick_Hutton-32974_TheElementsof.txt-1,Getman Frederick Hutton,,TABLE OF COLORS OF COATINGS ON CHARCOAL -------------------------------------------------- Element Color Hot Color Cold --------- ------------------------ --------------- Antimony (Rather volatile) White Arsenic (Very volatile) White Bismuth Orange-Yellow Lemon-Yellow Cadmium Brownish Yellow Reddish Brown Lead Lemon-Yellow (volatile) Lemon-Yellow Silver Dark Red Dark Red Tin Faint Yellow White Zinc Yellow White -------------------------------------------------- II TABLE OF FLAME COLORATIONS ------------------------------------ Red Yellow Green ------------- ---------- ----------- Calcium Sodium Barium Lithium Boron Strontium Iodine ------------- ---------- ----------- Bluish Green Blue Violet ------------- ---------- ----------- Bromine Chlorine Potassium Copper Phosphorus ------------------------------------ III TABLE OF COLORS OF BORAX BEADS IN OXIDIZING FLAME --------------------------------------------------------- Element Color Hot Color Cold --------- ------------------------ --------------------- Aluminum Colorless to Cloudy Colorless to Cloudy Antimony Yellowish Colorless Barium Colorless to Opaque Colorless to Opaque Bismuth Yellow Colorless Cadmium Yellow Colorless to White Calcium Colorless Colorless Chromium Reddish Yellow Yellowish Green Cobalt Blue Blue Copper Green Greenish Blue Iron Orange Yellow Lead Yellow Colorless Magnesium Colorless Colorless Manganese Violet Reddish Violet Nickel Violet Reddish Brown Silver Colorless Milk-White Strontium Colorless to Opaque Colorless to Opaque Tin Colorless Colorless Zinc Yellowish Colorless --------------------------------------------------------- IV TABLE OF COLORS OF BORAX BEADS IN REDUCING FLAME ------------------------------------------------ Element Color Hot Color Cold ------------------------------------------------ Aluminum Colorless Colorless Antimony Colorless Cloudy Barium Colorless Colorless Bismuth Colorless Gray--Cloudy Cadmium Colorless Gray--Cloudy Calcium Colorless Colorless Chromium Green Green Cobalt Blue Blue Copper Colorless Red Iron Yellowish Green Yellowish Green Lead Colorless Gray Magnesium Colorless Colorless Manganese Colorless Pink Nickel Colorless Gray--Cloudy Silver Colorless Gray Strontium Colorless Colorless Tin Colorless Colorless Zinc Colorless Gray ------------------------------------------------ V TABLE OF COLORS OF MICROCOSMIC SALT BEADS IN OXIDIZING FLAME --------------------------------------------------- Element Color Hot Color Cold --------------------------------------------------- Aluminum Colorless Colorless Antimony Yellowish Colorless Barium Colorless to Opaque Colorless to Opaque Bismuth Yellow Colorless Cadmium Yellowish Colorless Calcium Colorless Colorless to Opaque Chromium Reddish Green Cobalt Blue Blue Copper Green Greenish Blue Iron Red Brownish Red Lead Yellowish Colorless Magnesium Colorless Colorless Manganese Brownish Violet Reddish Violet Nickel Reddish Yellow Silver Yellowish Yellowish Strontium Colorless Colorless Tin Colorless Colorless Zinc Yellowish Colorless --------------------------------------------------- VI TABLE OF COLORS OF MICROCOSMIC SALT BEADS IN REDUCING FLAME +-----------+-------------+--------------+ Element Color Hot Color Cold -----------+-------------+--------------
Gutenberg,Fothergill__John-54911_AnAccountof.txt-5,Fothergill John,,FINIS. -----
