custom_id,author,cleaned_text
Rawlinson__George-16162_TheSevenGreat.txt-16,Rawlinson George,
Rawlinson__George-16163_TheSevenGreat.txt-2,Rawlinson George,
Plotinus__205__270-42933_PlotinosCompleteWorks.txt-1,Plotinus 205 270,
Plotinus__205__270-42933_PlotinosCompleteWorks.txt-7,Plotinus 205 270,
Hope__Robert_Charles-29737_TheLeperin.txt-1,Hope Robert Charles,
Hope__Robert_Charles-29737_TheLeperin.txt-3,Hope Robert Charles,
Hope__Robert_Charles-29737_TheLeperin.txt-7,Hope Robert Charles,
Hope__Robert_Charles-29737_TheLeperin.txt-10,Hope Robert Charles,
Hope__Robert_Charles-29737_TheLeperin.txt-6,Hope Robert Charles,
Chadwick__Edwin-65090_ReporttoHer.txt-16,Chadwick Edwin,
Chadwick__Edwin-65090_ReporttoHer.txt-15,Chadwick Edwin,
Chadwick__Edwin-65090_ReporttoHer.txt-18,Chadwick Edwin,
Trine__Ralph_Waldo-23559_InTunewith.txt-18,Trine Ralph Waldo,
Trine__Ralph_Waldo-23559_InTunewith.txt-14,Trine Ralph Waldo,
Trine__Ralph_Waldo-23559_InTunewith.txt-16,Trine Ralph Waldo,
Trine__Ralph_Waldo-23559_InTunewith.txt-15,Trine Ralph Waldo,
Breckinridge__Sophonisba_Preston-41291_NewHomesfor.txt-12,Breckinridge Sophonisba Preston,
Breckinridge__Sophonisba_Preston-41291_NewHomesfor.txt-0,Breckinridge Sophonisba Preston,
Breckinridge__Sophonisba_Preston-41291_NewHomesfor.txt-3,Breckinridge Sophonisba Preston,
Breckinridge__Sophonisba_Preston-41291_NewHomesfor.txt-16,Breckinridge Sophonisba Preston,
Coalition_for_Networked_Information-253_TheUniversalCopyright.txt-6,Coalition for Networked Information,
Coalition_for_Networked_Information-253_TheUniversalCopyright.txt-4,Coalition for Networked Information,
Coalition_for_Networked_Information-253_TheUniversalCopyright.txt-3,Coalition for Networked Information,
Coalition_for_Networked_Information-253_TheUniversalCopyright.txt-5,Coalition for Networked Information,
Coalition_for_Networked_Information-253_TheUniversalCopyright.txt-0,Coalition for Networked Information,
Byers__George_William__1923_-34949_SomeReptilesand.txt-4,Byers George William 1923 ,
Byers__George_William__1923_-34949_SomeReptilesand.txt-1,Byers George William 1923 ,
Byers__George_William__1923_-34949_SomeReptilesand.txt-7,Byers George William 1923 ,
Byers__George_William__1923_-34949_SomeReptilesand.txt-5,Byers George William 1923 ,
Tracy__Roger_Sherman-67768_HandbookofSanitary.txt-11,Tracy Roger Sherman,
Tracy__Roger_Sherman-67768_HandbookofSanitary.txt-4,Tracy Roger Sherman,
Tracy__Roger_Sherman-67768_HandbookofSanitary.txt-2,Tracy Roger Sherman,
Tracy__Roger_Sherman-67768_HandbookofSanitary.txt-10,Tracy Roger Sherman,
Tracy__Roger_Sherman-67768_HandbookofSanitary.txt-0,Tracy Roger Sherman,
Joly__John-16614_TheBirthTimeof.txt-3,Joly John,
Joly__John-16614_TheBirthTimeof.txt-9,Joly John,
Joly__John-16614_TheBirthTimeof.txt-1,Joly John,
Joly__John-16614_TheBirthTimeof.txt-7,Joly John,
Joly__John-16614_TheBirthTimeof.txt-19,Joly John,
Youngman__Phillip_M___1927_-37317_GeographicVariationin.txt-4,Youngman Phillip M  1927 ,
Youngman__Phillip_M___1927_-37317_GeographicVariationin.txt-1,Youngman Phillip M  1927 ,
Youngman__Phillip_M___1927_-37317_GeographicVariationin.txt-0,Youngman Phillip M  1927 ,
Youngman__Phillip_M___1927_-37317_GeographicVariationin.txt-3,Youngman Phillip M  1927 ,
Youngman__Phillip_M___1927_-37317_GeographicVariationin.txt-2,Youngman Phillip M  1927 ,
Brailsford__Henry_Noel-29978_ShelleyGodwinand.txt-1,Brailsford Henry Noel,
Brailsford__Henry_Noel-29978_ShelleyGodwinand.txt-16,Brailsford Henry Noel,
Brailsford__Henry_Noel-29978_ShelleyGodwinand.txt-6,Brailsford Henry Noel,
Brailsford__Henry_Noel-29978_ShelleyGodwinand.txt-9,Brailsford Henry Noel,
Brailsford__Henry_Noel-29978_ShelleyGodwinand.txt-0,Brailsford Henry Noel,
Dorman__Marcus_R__P_-15240_AJournalof.txt-10,Dorman Marcus R P ,
Dorman__Marcus_R__P_-15240_AJournalof.txt-0,Dorman Marcus R P ,
Dorman__Marcus_R__P_-15240_AJournalof.txt-17,Dorman Marcus R P ,
Dorman__Marcus_R__P_-15240_AJournalof.txt-16,Dorman Marcus R P ,
Dorman__Marcus_R__P_-15240_AJournalof.txt-7,Dorman Marcus R P ,
Mollenhoff__Clark_R___Clark_Raymond_-70368_Washingtoncoverup.txt-17,Mollenhoff Clark R  Clark Raymond ,
Mollenhoff__Clark_R___Clark_Raymond_-70368_Washingtoncoverup.txt-15,Mollenhoff Clark R  Clark Raymond ,
Mollenhoff__Clark_R___Clark_Raymond_-70368_Washingtoncoverup.txt-11,Mollenhoff Clark R  Clark Raymond ,
Mollenhoff__Clark_R___Clark_Raymond_-70368_Washingtoncoverup.txt-0,Mollenhoff Clark R  Clark Raymond ,
Mollenhoff__Clark_R___Clark_Raymond_-70368_Washingtoncoverup.txt-16,Mollenhoff Clark R  Clark Raymond ,
Warren__John_Collins-34056_Remarksonsome.txt-3,Warren John Collins,
Warren__John_Collins-34056_Remarksonsome.txt-0,Warren John Collins,
Warren__John_Collins-34056_Remarksonsome.txt-8,Warren John Collins,
Warren__John_Collins-34056_Remarksonsome.txt-4,Warren John Collins,
Warren__John_Collins-34056_Remarksonsome.txt-2,Warren John Collins,
Benham__William-43525_MedivalLondon.txt-7,Benham William,
Benham__William-43525_MedivalLondon.txt-12,Benham William,
Benham__William-43525_MedivalLondon.txt-19,Benham William,
Benham__William-43525_MedivalLondon.txt-16,Benham William,
Benham__William-43525_MedivalLondon.txt-17,Benham William,
Tebb__W__Scott__William_Scott_-68148_Teaandthe.txt-4,Tebb W Scott William Scott ,
Tebb__W__Scott__William_Scott_-68148_Teaandthe.txt-6,Tebb W Scott William Scott ,
Tebb__W__Scott__William_Scott_-68148_Teaandthe.txt-8,Tebb W Scott William Scott ,
Tebb__W__Scott__William_Scott_-68148_Teaandthe.txt-7,Tebb W Scott William Scott ,
Tebb__W__Scott__William_Scott_-68148_Teaandthe.txt-3,Tebb W Scott William Scott ,
Morgan__Lewis_Henry-8112_HousesandHouseLife.txt-17,Morgan Lewis Henry,
Morgan__Lewis_Henry-8112_HousesandHouseLife.txt-11,Morgan Lewis Henry,
Morgan__Lewis_Henry-8112_HousesandHouseLife.txt-6,Morgan Lewis Henry,
Morgan__Lewis_Henry-8112_HousesandHouseLife.txt-8,Morgan Lewis Henry,
Morgan__Lewis_Henry-8112_HousesandHouseLife.txt-14,Morgan Lewis Henry,
Balfour__Arthur_James-57773_TheismandHumanism.txt-1,Balfour Arthur James,
Balfour__Arthur_James-57773_TheismandHumanism.txt-16,Balfour Arthur James,
Balfour__Arthur_James-57773_TheismandHumanism.txt-18,Balfour Arthur James,
Balfour__Arthur_James-57773_TheismandHumanism.txt-5,Balfour Arthur James,
Balfour__Arthur_James-57773_TheismandHumanism.txt-12,Balfour Arthur James,
Le_Bon__Gustave-448_ThePsychologyof.txt-4,Le Bon Gustave,
Le_Bon__Gustave-445_Thecrowd.txt-4,Le Bon Gustave,
Le_Bon__Gustave-448_ThePsychologyof.txt-0,Le Bon Gustave,
Le_Bon__Gustave-445_Thecrowd.txt-15,Le Bon Gustave,
Le_Bon__Gustave-445_Thecrowd.txt-2,Le Bon Gustave,
Henderson__W__J___William_James_-71345_Theorchestraand.txt-11,Henderson W J  William James ,
Henderson__W__J___William_James_-71345_Theorchestraand.txt-5,Henderson W J  William James ,
Henderson__W__J___William_James_-71345_Theorchestraand.txt-0,Henderson W J  William James ,
Henderson__W__J___William_James_-71345_Theorchestraand.txt-19,Henderson W J  William James ,
Henderson__W__J___William_James_-71345_Theorchestraand.txt-10,Henderson W J  William James ,
Zangwill__Israel-20631_ChosenPeoples.txt-6,Zangwill Israel,
Zangwill__Israel-20631_ChosenPeoples.txt-1,Zangwill Israel,
Zangwill__Israel-20631_ChosenPeoples.txt-7,Zangwill Israel,
Zangwill__Israel-20631_ChosenPeoples.txt-8,Zangwill Israel,
Zangwill__Israel-20631_ChosenPeoples.txt-4,Zangwill Israel,
Nordmann__Charles-68462_Einsteinandthe.txt-10,Nordmann Charles,
Nordmann__Charles-68462_Einsteinandthe.txt-1,Nordmann Charles,
Nordmann__Charles-68462_Einsteinandthe.txt-14,Nordmann Charles,
Nordmann__Charles-68462_Einsteinandthe.txt-17,Nordmann Charles,
Ford__Henry_Jones-3041_TheClevelandEra.txt-5,Ford Henry Jones,
Ford__Henry_Jones-3041_TheClevelandEra.txt-13,Ford Henry Jones,
Ford__Henry_Jones-3041_TheClevelandEra.txt-2,Ford Henry Jones,
Ford__Henry_Jones-3041_TheClevelandEra.txt-15,Ford Henry Jones,
Ford__Henry_Jones-3041_TheClevelandEra.txt-4,Ford Henry Jones,
Goodrich__Samuel_G___Samuel_Griswold_-52400_FamousMenof.txt-14,Goodrich Samuel G  Samuel Griswold ,
Goodrich__Samuel_G___Samuel_Griswold_-52400_FamousMenof.txt-18,Goodrich Samuel G  Samuel Griswold ,
Goodrich__Samuel_G___Samuel_Griswold_-52400_FamousMenof.txt-17,Goodrich Samuel G  Samuel Griswold ,
Goodrich__Samuel_G___Samuel_Griswold_-52400_FamousMenof.txt-8,Goodrich Samuel G  Samuel Griswold ,
Goodrich__Samuel_G___Samuel_Griswold_-52400_FamousMenof.txt-9,Goodrich Samuel G  Samuel Griswold ,
Windle__Bertram_Coghill_Alan__Sir-24684_ScienceandMorals.txt-3,Windle Bertram Coghill Alan Sir,
Windle__Bertram_Coghill_Alan__Sir-24684_ScienceandMorals.txt-19,Windle Bertram Coghill Alan Sir,
Windle__Bertram_Coghill_Alan__Sir-24684_ScienceandMorals.txt-2,Windle Bertram Coghill Alan Sir,
Windle__Bertram_Coghill_Alan__Sir-24684_ScienceandMorals.txt-0,Windle Bertram Coghill Alan Sir,
Windle__Bertram_Coghill_Alan__Sir-24684_ScienceandMorals.txt-1,Windle Bertram Coghill Alan Sir,
Engel__Sigmund-58787_TheElementsof.txt-7,Engel Sigmund,
Engel__Sigmund-58787_TheElementsof.txt-1,Engel Sigmund,
Engel__Sigmund-58787_TheElementsof.txt-18,Engel Sigmund,
Engel__Sigmund-58787_TheElementsof.txt-15,Engel Sigmund,
Engel__Sigmund-58787_TheElementsof.txt-0,Engel Sigmund,
Hasanayn__Ahmad_Muhammad-70135_Thelostoases.txt-7,Hasanayn Ahmad Muhammad,
Hasanayn__Ahmad_Muhammad-70135_Thelostoases.txt-11,Hasanayn Ahmad Muhammad,
Hasanayn__Ahmad_Muhammad-70135_Thelostoases.txt-1,Hasanayn Ahmad Muhammad,
Hasanayn__Ahmad_Muhammad-70135_Thelostoases.txt-0,Hasanayn Ahmad Muhammad,
Hasanayn__Ahmad_Muhammad-70135_Thelostoases.txt-10,Hasanayn Ahmad Muhammad,
Duckworth__W__L__H___Wynfrid_Laurence_Henry_-44331_Prehistoricman.txt-0,Duckworth W L H  Wynfrid Laurence Henry ,
Duckworth__W__L__H___Wynfrid_Laurence_Henry_-44331_Prehistoricman.txt-2,Duckworth W L H  Wynfrid Laurence Henry ,
Duckworth__W__L__H___Wynfrid_Laurence_Henry_-44331_Prehistoricman.txt-11,Duckworth W L H  Wynfrid Laurence Henry ,
Duckworth__W__L__H___Wynfrid_Laurence_Henry_-44331_Prehistoricman.txt-9,Duckworth W L H  Wynfrid Laurence Henry ,
Duckworth__W__L__H___Wynfrid_Laurence_Henry_-44331_Prehistoricman.txt-12,Duckworth W L H  Wynfrid Laurence Henry ,
Ruhle__George_Cornelius__1900_-57258_HawaiiNationalPark.txt-2,Ruhle George Cornelius 1900 ,
Ruhle__George_Cornelius__1900_-57258_HawaiiNationalPark.txt-0,Ruhle George Cornelius 1900 ,
Ruhle__George_Cornelius__1900_-57258_HawaiiNationalPark.txt-9,Ruhle George Cornelius 1900 ,
Ruhle__George_Cornelius__1900_-57258_HawaiiNationalPark.txt-6,Ruhle George Cornelius 1900 ,
Ruhle__George_Cornelius__1900_-57258_HawaiiNationalPark.txt-14,Ruhle George Cornelius 1900 ,
Lorand__Arnold-64237_OldAgeDeferred.txt-10,Lorand Arnold,
Lorand__Arnold-64237_OldAgeDeferred.txt-4,Lorand Arnold,
Lorand__Arnold-64237_OldAgeDeferred.txt-3,Lorand Arnold,
Lorand__Arnold-64237_OldAgeDeferred.txt-14,Lorand Arnold,
Lorand__Arnold-64237_OldAgeDeferred.txt-6,Lorand Arnold,
Holbrook__M__L___Martin_Luther_-34299_HomoCultureOrThe.txt-16,Holbrook M L  Martin Luther ,
Fisher__Joseph__F_R_H_S_-3799_LandholdinginEngland.txt-12,Fisher Joseph F R H S ,
Fisher__Joseph__F_R_H_S_-3799_LandholdinginEngland.txt-18,Fisher Joseph F R H S ,
Fisher__Joseph__F_R_H_S_-3799_LandholdinginEngland.txt-16,Fisher Joseph F R H S ,
Fisher__Joseph__F_R_H_S_-3799_LandholdinginEngland.txt-14,Fisher Joseph F R H S ,
Fisher__Joseph__F_R_H_S_-3799_LandholdinginEngland.txt-6,Fisher Joseph F R H S ,
Stockberger__W__W___Warner_Webster_-62715_DrugPlantsUnder.txt-11,Stockberger W W  Warner Webster ,
Stockberger__W__W___Warner_Webster_-62715_DrugPlantsUnder.txt-16,Stockberger W W  Warner Webster ,
Stockberger__W__W___Warner_Webster_-62715_DrugPlantsUnder.txt-3,Stockberger W W  Warner Webster ,
Stockberger__W__W___Warner_Webster_-62715_DrugPlantsUnder.txt-7,Stockberger W W  Warner Webster ,
Stockberger__W__W___Warner_Webster_-62715_DrugPlantsUnder.txt-4,Stockberger W W  Warner Webster ,
Bell__Clive-16917_Art.txt-5,Bell Clive,
Bell__Clive-16917_Art.txt-13,Bell Clive,
Bell__Clive-16917_Art.txt-16,Bell Clive,
Bell__Clive-16917_Art.txt-18,Bell Clive,
Bell__Clive-16917_Art.txt-3,Bell Clive,
Cooper__A___Ambrose_-65020_TheCompleteDistiller.txt-5,Cooper A  Ambrose ,
Cooper__A___Ambrose_-65020_TheCompleteDistiller.txt-18,Cooper A  Ambrose ,
Cooper__A___Ambrose_-65020_TheCompleteDistiller.txt-14,Cooper A  Ambrose ,
Cooper__A___Ambrose_-65020_TheCompleteDistiller.txt-17,Cooper A  Ambrose ,
Cooper__A___Ambrose_-65020_TheCompleteDistiller.txt-19,Cooper A  Ambrose ,
Dillaway__Charles_K___Charles_Knapp_-20734_RomanAntiquitiesand.txt-12,Dillaway Charles K  Charles Knapp ,
Dillaway__Charles_K___Charles_Knapp_-20734_RomanAntiquitiesand.txt-17,Dillaway Charles K  Charles Knapp ,
Dillaway__Charles_K___Charles_Knapp_-20734_RomanAntiquitiesand.txt-18,Dillaway Charles K  Charles Knapp ,
Dillaway__Charles_K___Charles_Knapp_-20734_RomanAntiquitiesand.txt-9,Dillaway Charles K  Charles Knapp ,
Dillaway__Charles_K___Charles_Knapp_-20734_RomanAntiquitiesand.txt-10,Dillaway Charles K  Charles Knapp ,
Andrews__John_Nevins-55818_TheCompleteTestimony.txt-3,Andrews John Nevins,
Andrews__John_Nevins-55818_TheCompleteTestimony.txt-6,Andrews John Nevins,
Andrews__John_Nevins-55818_TheCompleteTestimony.txt-0,Andrews John Nevins,
Andrews__John_Nevins-55818_TheCompleteTestimony.txt-8,Andrews John Nevins,
Russell__A__P___Addison_Peale_-39997_LibraryNotes.txt-15,Russell A P  Addison Peale ,
Russell__A__P___Addison_Peale_-39997_LibraryNotes.txt-16,Russell A P  Addison Peale ,
Russell__A__P___Addison_Peale_-39997_LibraryNotes.txt-7,Russell A P  Addison Peale ,
Steele__Joel_Dorman-6986_HygienicPhysiology.txt-1,Steele Joel Dorman,
Richardson__M__J___Michael_J____1938_-57291_KeystoFungi.txt-18,Richardson M J  Michael J  1938 ,
Still__William-15263_TheUndergroundRailroad.txt-5,Still William,
Still__William-15263_TheUndergroundRailroad.txt-15,Still William,
Bacon__Francis-3290_ValeriusTerminusOf.txt-18,Bacon Francis,
Bacon__Francis-45988_NovumOrganumOr.txt-17,Bacon Francis,
Bacon__Francis-45988_NovumOrganumOr.txt-7,Bacon Francis,
Bacon__Francis-5500_TheAdvancementof.txt-6,Bacon Francis,
Casseday__Ben-38740_TheHistoryof.txt-12,Casseday Ben,
Casseday__Ben-38740_TheHistoryof.txt-11,Casseday Ben,
Casseday__Ben-38740_TheHistoryof.txt-16,Casseday Ben,
Casseday__Ben-38740_TheHistoryof.txt-13,Casseday Ben,
Russell__William_F___William_Fletcher_-34839_TheShortConstitution.txt-7,Russell William F  William Fletcher ,
Russell__William_F___William_Fletcher_-34839_TheShortConstitution.txt-12,Russell William F  William Fletcher ,
Russell__William_F___William_Fletcher_-34839_TheShortConstitution.txt-2,Russell William F  William Fletcher ,
Cooley__M__S___Maxwell_Stephens___1874_-70409_Vacuumcleaningsystems.txt-3,Cooley M S  Maxwell Stephens  1874 ,
Cooley__M__S___Maxwell_Stephens___1874_-70409_Vacuumcleaningsystems.txt-17,Cooley M S  Maxwell Stephens  1874 ,
Cooley__M__S___Maxwell_Stephens___1874_-70409_Vacuumcleaningsystems.txt-11,Cooley M S  Maxwell Stephens  1874 ,
Cooley__M__S___Maxwell_Stephens___1874_-70409_Vacuumcleaningsystems.txt-5,Cooley M S  Maxwell Stephens  1874 ,
Cooley__M__S___Maxwell_Stephens___1874_-70409_Vacuumcleaningsystems.txt-4,Cooley M S  Maxwell Stephens  1874 ,
Smith__Z__F___Zachariah_Frederick_-25699_TheBattleof.txt-15,Smith Z F  Zachariah Frederick ,
Smith__Z__F___Zachariah_Frederick_-25699_TheBattleof.txt-17,Smith Z F  Zachariah Frederick ,
Huntington__Ellsworth-37855_ClimaticChangesTheir.txt-16,Huntington Ellsworth,
Huntington__Ellsworth-37855_ClimaticChangesTheir.txt-8,Huntington Ellsworth,
Huntington__Ellsworth-37855_ClimaticChangesTheir.txt-11,Huntington Ellsworth,
Huntington__Ellsworth-37855_ClimaticChangesTheir.txt-4,Huntington Ellsworth,
Huntington__Ellsworth-37855_ClimaticChangesTheir.txt-12,Huntington Ellsworth,
Frazer__James_George-60250_TheGoldenBough.txt-7,Frazer James George,
Frazer__James_George-71985_Psychestask.txt-9,Frazer James George,
Slater__J__Atwood-13203_OriginalLettersand.txt-2,Slater J Atwood,
Watts__Isaac-30409_AShortEssay.txt-9,Watts Isaac,
Watts__Isaac-30409_AShortEssay.txt-4,Watts Isaac,
Watts__Isaac-30409_AShortEssay.txt-8,Watts Isaac,
Watts__Isaac-30409_AShortEssay.txt-0,Watts Isaac,
Watts__Isaac-30409_AShortEssay.txt-6,Watts Isaac,
Smith__A__Freeman-58736_EnglishChurchArchitecture.txt-2,Smith A Freeman,
Smith__A__Freeman-58736_EnglishChurchArchitecture.txt-1,Smith A Freeman,
Smith__A__Freeman-58736_EnglishChurchArchitecture.txt-3,Smith A Freeman,
Smith__A__Freeman-58736_EnglishChurchArchitecture.txt-0,Smith A Freeman,
Smith__A__Freeman-58736_EnglishChurchArchitecture.txt-4,Smith A Freeman,
May__James_Vance-54611_Mentaldiseasesa.txt-13,May James Vance,
May__James_Vance-54611_Mentaldiseasesa.txt-14,May James Vance,
May__James_Vance-54611_Mentaldiseasesa.txt-15,May James Vance,
Conner__Jacob_Elon-53701_UncleSamAbroad.txt-5,Conner Jacob Elon,
Conner__Jacob_Elon-53701_UncleSamAbroad.txt-0,Conner Jacob Elon,
Conner__Jacob_Elon-53701_UncleSamAbroad.txt-12,Conner Jacob Elon,
Conner__Jacob_Elon-53701_UncleSamAbroad.txt-11,Conner Jacob Elon,
Conner__Jacob_Elon-53701_UncleSamAbroad.txt-8,Conner Jacob Elon,
Godkin__Edwin_Lawrence-7257_ReflectionsandComments.txt-8,Godkin Edwin Lawrence,
Godkin__Edwin_Lawrence-7257_ReflectionsandComments.txt-19,Godkin Edwin Lawrence,
Godkin__Edwin_Lawrence-7257_ReflectionsandComments.txt-13,Godkin Edwin Lawrence,
Godkin__Edwin_Lawrence-7257_ReflectionsandComments.txt-1,Godkin Edwin Lawrence,
Godkin__Edwin_Lawrence-7257_ReflectionsandComments.txt-2,Godkin Edwin Lawrence,
Hare__William_Loftus-13477_Watts18171904.txt-8,Hare William Loftus,
Hare__William_Loftus-13477_Watts18171904.txt-6,Hare William Loftus,
Hare__William_Loftus-13477_Watts18171904.txt-4,Hare William Loftus,
Hare__William_Loftus-13477_Watts18171904.txt-5,Hare William Loftus,
Denney__James-41850_TheExpositorsBible.txt-14,Denney James,
Denney__James-41850_TheExpositorsBible.txt-6,Denney James,
Denney__James-24757_TheAtonementand.txt-6,Denney James,
Denney__James-42753_TheExpositorsBible.txt-3,Denney James,
Denney__James-42753_TheExpositorsBible.txt-11,Denney James,
Fitz_Patrick__William_J___William_John_-51030_SecretServiceUnder.txt-9,Fitz Patrick William J  William John ,
Fitz_Patrick__William_J___William_John_-51030_SecretServiceUnder.txt-4,Fitz Patrick William J  William John ,
Fitz_Patrick__William_J___William_John_-51030_SecretServiceUnder.txt-16,Fitz Patrick William J  William John ,
Schappelle__Benjamin_Franklin__1885_-17361_TheGermanElement.txt-10,Schappelle Benjamin Franklin 1885 ,
Schappelle__Benjamin_Franklin__1885_-17361_TheGermanElement.txt-2,Schappelle Benjamin Franklin 1885 ,
Schappelle__Benjamin_Franklin__1885_-17361_TheGermanElement.txt-8,Schappelle Benjamin Franklin 1885 ,
Schappelle__Benjamin_Franklin__1885_-17361_TheGermanElement.txt-0,Schappelle Benjamin Franklin 1885 ,
Bent__Arthur_Cleveland-40100_LifeHistoriesof.txt-18,Bent Arthur Cleveland,
Bent__Arthur_Cleveland-40100_LifeHistoriesof.txt-4,Bent Arthur Cleveland,
Bent__Arthur_Cleveland-40100_LifeHistoriesof.txt-14,Bent Arthur Cleveland,
Bent__Arthur_Cleveland-40100_LifeHistoriesof.txt-11,Bent Arthur Cleveland,
Becker__Carl_Heinrich-11198_ChristianityandIslam.txt-0,Becker Carl Heinrich,
Becker__Carl_Heinrich-11198_ChristianityandIslam.txt-16,Becker Carl Heinrich,
Becker__Carl_Heinrich-11198_ChristianityandIslam.txt-6,Becker Carl Heinrich,
Becker__Carl_Heinrich-11198_ChristianityandIslam.txt-3,Becker Carl Heinrich,
Becker__Carl_Heinrich-11198_ChristianityandIslam.txt-8,Becker Carl Heinrich,
Morris__Richard-57658_TheEtymologyof.txt-16,Morris Richard,
Morris__Richard-57658_TheEtymologyof.txt-12,Morris Richard,
Morris__Richard-57658_TheEtymologyof.txt-9,Morris Richard,
Fowler__Thomas-12035_ProgressiveMoralityAn.txt-12,Fowler Thomas,
Fowler__Thomas-12035_ProgressiveMoralityAn.txt-4,Fowler Thomas,
Fowler__Thomas-12035_ProgressiveMoralityAn.txt-3,Fowler Thomas,
Fowler__Thomas-12035_ProgressiveMoralityAn.txt-13,Fowler Thomas,
Fowler__Thomas-12035_ProgressiveMoralityAn.txt-17,Fowler Thomas,
Glueck__Bernard__1883_-19168_StudiesinForensic.txt-13,Glueck Bernard 1883 ,
Glueck__Bernard__1883_-19168_StudiesinForensic.txt-18,Glueck Bernard 1883 ,
Glueck__Bernard__1883_-19168_StudiesinForensic.txt-15,Glueck Bernard 1883 ,
Browne__G__F___George_Forrest_-31872_TheChristianChurch.txt-19,Browne G F  George Forrest ,
Browne__G__F___George_Forrest_-31872_TheChristianChurch.txt-8,Browne G F  George Forrest ,
Browne__G__F___George_Forrest_-31872_TheChristianChurch.txt-6,Browne G F  George Forrest ,
Browne__G__F___George_Forrest_-31872_TheChristianChurch.txt-13,Browne G F  George Forrest ,
Moisa__Dorin_Teodor-14586_TheBrainA.txt-8,Moisa Dorin Teodor,
Moisa__Dorin_Teodor-14586_TheBrainA.txt-12,Moisa Dorin Teodor,
Moisa__Dorin_Teodor-14586_TheBrainA.txt-5,Moisa Dorin Teodor,
Brawley__Benjamin_Griffith-35256_YourNegroNeighbor.txt-19,Brawley Benjamin Griffith,
Brawley__Benjamin_Griffith-35256_YourNegroNeighbor.txt-2,Brawley Benjamin Griffith,
Brawley__Benjamin_Griffith-35256_YourNegroNeighbor.txt-12,Brawley Benjamin Griffith,
Brawley__Benjamin_Griffith-35256_YourNegroNeighbor.txt-17,Brawley Benjamin Griffith,
Brawley__Benjamin_Griffith-35256_YourNegroNeighbor.txt-0,Brawley Benjamin Griffith,
Vogt__Paul_L___Paul_Leroy___1878_-26114_ChurchCooperationin.txt-0,Vogt Paul L  Paul Leroy  1878 ,
Vogt__Paul_L___Paul_Leroy___1878_-26114_ChurchCooperationin.txt-11,Vogt Paul L  Paul Leroy  1878 ,
Vogt__Paul_L___Paul_Leroy___1878_-26114_ChurchCooperationin.txt-15,Vogt Paul L  Paul Leroy  1878 ,
Vogt__Paul_L___Paul_Leroy___1878_-26114_ChurchCooperationin.txt-4,Vogt Paul L  Paul Leroy  1878 ,
Vogt__Paul_L___Paul_Leroy___1878_-26114_ChurchCooperationin.txt-3,Vogt Paul L  Paul Leroy  1878 ,
Burke__Edmund-13968_TheWorksof.txt-11,Burke Edmund,
Burke__Edmund-15700_TheWorksof.txt-18,Burke Edmund,
Burke__Edmund-15043_TheWorksof.txt-3,Burke Edmund,
Burke__Edmund-13968_TheWorksof.txt-6,Burke Edmund,
Burke__Edmund-15700_TheWorksof.txt-2,Burke Edmund,
Banting__William-57545_LetteronCorpulence.txt-2,Banting William,
Banting__William-57545_LetteronCorpulence.txt-5,Banting William,
Banting__William-57545_LetteronCorpulence.txt-1,Banting William,
Banting__William-57545_LetteronCorpulence.txt-0,Banting William,
Banting__William-57545_LetteronCorpulence.txt-3,Banting William,
Cordeaux__John-65411_Reportonthe.txt-16,Cordeaux John,
Berdoe__Edward-59331_TheOriginand.txt-4,Berdoe Edward,
Berdoe__Edward-59331_TheOriginand.txt-3,Berdoe Edward,
Berdoe__Edward-59331_TheOriginand.txt-7,Berdoe Edward,
Berdoe__Edward-59331_TheOriginand.txt-12,Berdoe Edward,
Hyde__William_De_Witt-24372_PracticalEthics.txt-7,Hyde William De Witt,
Hyde__William_De_Witt-24372_PracticalEthics.txt-9,Hyde William De Witt,
Hyde__William_De_Witt-24372_PracticalEthics.txt-5,Hyde William De Witt,
Hyde__William_De_Witt-24372_PracticalEthics.txt-15,Hyde William De Witt,
Hyde__William_De_Witt-24372_PracticalEthics.txt-1,Hyde William De Witt,
Bodemer__Charles_W_-30016_MedicalInvestigationin.txt-4,Bodemer Charles W ,
Bodemer__Charles_W_-30016_MedicalInvestigationin.txt-2,Bodemer Charles W ,
Bodemer__Charles_W_-30016_MedicalInvestigationin.txt-7,Bodemer Charles W ,
Bodemer__Charles_W_-30016_MedicalInvestigationin.txt-10,Bodemer Charles W ,
Bodemer__Charles_W_-30016_MedicalInvestigationin.txt-3,Bodemer Charles W ,
Jaggar__Thomas_Augustus-69830_Myexperimentswith.txt-2,Jaggar Thomas Augustus,
Jaggar__Thomas_Augustus-69830_Myexperimentswith.txt-9,Jaggar Thomas Augustus,
Jaggar__Thomas_Augustus-69830_Myexperimentswith.txt-14,Jaggar Thomas Augustus,
Jaggar__Thomas_Augustus-69830_Myexperimentswith.txt-0,Jaggar Thomas Augustus,
Jaggar__Thomas_Augustus-69830_Myexperimentswith.txt-16,Jaggar Thomas Augustus,
Buckelew__Sarah_F___Sarah_Frances___1835_-15435_ObjectLessonson.txt-16,Buckelew Sarah F  Sarah Frances  1835 ,
Osler__William-46572_Studiesinthe.txt-0,Osler William,
Osler__William-46572_Studiesinthe.txt-11,Osler William,
Wrenn__Tony_P_-40558_HuntleyAMason.txt-5,Wrenn Tony P ,
